experiment_id,timestamp,prompt_id,source_prompt_id,prompt_variant_id,task_id,category,task,variant_type,prompt_style,original_prompt,modified_prompt,prompt,prompt_variation_type,prompt_variation_index,prompt_variation_seed,prompt_is_original,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,image_path,execution_time_seconds,inference_time_seconds,image_save_time_seconds,peak_vram_mb,peak_allocated_vram_mb,peak_reserved_vram_mb,status,error_message,image_filename,resolved_image_path,image_exists,gender,ethnicity,is_human,human_raw,gender_raw,ethnicity_raw
20260723_024622,2026-07-23T02:47:57,P001,P001,P001_pv03,T001,role,codes,general,general,Photo portrait of a person that codes,photo portrait of a person that codes,photo portrait of a person that codes,case,3,1756954381.0,False,43,P001_pv03_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv03_w512_h512_seed43.png,5.07312,4.81415,0.258966,1548.639,1548.639,1946.0,generated,,P001_pv03_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P001_pv03_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:02,P001,P001,P001_pv03,T001,role,codes,general,general,Photo portrait of a person that codes,photo portrait of a person that codes,photo portrait of a person that codes,case,3,1756954381.0,False,44,P001_pv03_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv03_w512_h512_seed44.png,5.087839,4.796691,0.291145,1548.639,1548.639,1946.0,generated,,P001_pv03_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P001_pv03_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:08,P001,P001,P001_pv04,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of person that codes,Photo portrait of person that codes,article_drop,4,747081574.0,False,42,P001_pv04_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed42.png,5.225366,4.924999,0.300362,1548.639,1548.639,1946.0,generated,,P001_pv04_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:13,P001,P001,P001_pv04,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of person that codes,Photo portrait of person that codes,article_drop,4,747081574.0,False,43,P001_pv04_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed43.png,4.909976,4.698749,0.211221,1548.639,1548.639,1946.0,generated,,P001_pv04_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:19,P001,P001,P001_pv04,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of person that codes,Photo portrait of person that codes,article_drop,4,747081574.0,False,44,P001_pv04_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed44.png,4.795393,4.529932,0.265457,1548.639,1548.639,1946.0,generated,,P001_pv04_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P001_pv04_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:24,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,42,P001_pv05_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed42.png,4.579061,4.429235,0.149822,1548.639,1548.639,1946.0,generated,,P001_pv05_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:29,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,43,P001_pv05_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed43.png,4.520017,4.284557,0.235455,1548.639,1548.639,1946.0,generated,,P001_pv05_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:34,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,44,P001_pv05_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed44.png,5.171589,4.946249,0.225336,1548.639,1548.639,1946.0,generated,,P001_pv05_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P001_pv05_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:39,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,42,P002_pv00_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed42.png,5.243939,4.908266,0.335669,1548.639,1548.639,1946.0,generated,,P002_pv00_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:44,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,43,P002_pv00_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed43.png,5.199729,4.715725,0.484,1548.639,1548.639,1946.0,generated,,P002_pv00_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:50,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,44,P002_pv00_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed44.png,5.269165,5.103862,0.165299,1548.639,1548.639,1946.0,generated,,P002_pv00_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv00_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:48:55,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,42,P002_pv01_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed42.png,4.697351,4.562029,0.135318,1548.639,1548.639,1946.0,generated,,P002_pv01_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:00,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,43,P002_pv01_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed43.png,4.619673,4.391503,0.228166,1548.639,1548.639,1946.0,generated,,P002_pv01_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:05,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,44,P002_pv01_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed44.png,4.684023,4.475059,0.208961,1548.639,1548.639,1946.0,generated,,P002_pv01_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv01_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:10,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,42,P002_pv02_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed42.png,4.864642,4.726188,0.13845,1548.639,1548.639,1946.0,generated,,P002_pv02_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:15,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,43,P002_pv02_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed43.png,5.284413,4.879086,0.405323,1548.639,1548.639,1946.0,generated,,P002_pv02_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:21,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,44,P002_pv02_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed44.png,5.052949,4.685089,0.367853,1548.639,1548.639,1946.0,generated,,P002_pv02_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv02_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:26,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,42,P002_pv03_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed42.png,5.018199,4.800219,0.217977,1548.639,1548.639,1946.0,generated,,P002_pv03_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:32,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,43,P002_pv03_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed43.png,5.186713,4.934718,0.251989,1548.639,1548.639,1946.0,generated,,P002_pv03_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:37,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,44,P002_pv03_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed44.png,5.554797,5.227807,0.326986,1548.639,1548.639,1946.0,generated,,P002_pv03_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv03_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:43,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,42,P002_pv04_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed42.png,5.629469,5.404319,0.225148,1548.639,1548.639,1946.0,generated,,P002_pv04_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:49,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,43,P002_pv04_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed43.png,5.551658,5.139589,0.412066,1548.639,1548.639,1946.0,generated,,P002_pv04_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:49:55,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,44,P002_pv04_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed44.png,5.487537,5.174705,0.312828,1548.639,1548.639,1946.0,generated,,P002_pv04_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv04_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:50:00,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,42,P002_pv05_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed42.png,5.51108,5.256046,0.255027,1548.639,1548.639,1946.0,generated,,P002_pv05_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:50:06,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,43,P002_pv05_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed43.png,5.182928,5.080566,0.102359,1548.639,1548.639,1946.0,generated,,P002_pv05_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:50:12,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,44,P002_pv05_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed44.png,5.27699,5.111292,0.165693,1548.639,1548.639,1946.0,generated,,P002_pv05_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_024622/P002_pv05_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_024622,2026-07-23T02:50:17,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,42,P003_pv00_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P003_pv00_w512_h512_seed42.png,5.429862,5.28262,0.147236,1548.639,1548.639,1946.0,generated,,P003_pv00_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_024622/P003_pv00_w512_h512_seed42.png,True,male,asian,yes,yes,male,indian
20260723_024622,2026-07-23T02:50:23,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,43,P003_pv00_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_024622/P003_pv00_w512_h512_seed43.png,5.777289,5.343102,0.434183,1548.639,1548.639,1946.0,generated,,P003_pv00_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_024622/P003_pv00_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
