experiment_id,timestamp,prompt_id,task_id,category,task,variant_type,prompt_style,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,model_load_seconds,image_path,execution_time_seconds,inference_seconds,image_save_seconds,generation_total_seconds,monitoring_enabled,monitoring_phase,monitoring_duration_seconds,monitoring_sample_count,gpu_energy_j,gpu_energy_wh,gpu_energy_measurement_method,gpu_power_mean_w,gpu_power_max_w,gpu_utilization_mean_percent,gpu_utilization_max_percent,gpu_temperature_start_c,gpu_temperature_max_c,gpu_temperature_end_c,gpu_power_limit_w,torch_peak_allocated_vram_mb,torch_peak_reserved_vram_mb,nvml_peak_used_vram_mb,process_cpu_mean_percent,process_cpu_max_percent,process_cpu_user_seconds,process_cpu_system_seconds,process_rss_start_mb,process_rss_peak_mb,process_rss_end_mb,system_ram_used_start_mb,system_ram_used_peak_mb,system_ram_used_end_mb,joules_per_image,wh_per_image,images_per_hour,peak_vram_mb,status,error_message,image_filename,resolved_image_path,image_exists,gender,ethnicity,is_human,human_raw,gender_raw,ethnicity_raw
20260723_190845,2026-07-23T19:20:49,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,46.0,P002_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.688103,outputs/images/20260723_190845/P002_w512_h512_seed46.png,18.728567,17.886703,0.841856,18.728567,1.0,generation,18.74154,93.0,274.31,0.076197222,nvml_total_energy_counter,13.800011,35.584,35.978495,100.0,48.0,55.0,50.0,35.0,5103.887207,5354.0,5710.617188,98.597849,573.7,10.05,8.39,1102.105469,6952.308594,6901.574219,1088.117188,7191.496094,7188.734375,274.31,0.076197222,192.219722,5103.887207,generated,,P002_w512_h512_seed46.png,outputs/images/20260723_190845/P002_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:21:52,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,47.0,P002_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,8.408271,outputs/images/20260723_190845/P002_w512_h512_seed47.png,21.322077,20.433871,0.888185,21.322077,1.0,generation,21.336068,104.0,285.434,0.079287222,nvml_total_energy_counter,12.862,35.386,33.980769,100.0,48.0,55.0,50.0,35.0,5103.887207,5354.0,5710.617188,90.984615,528.4,10.33,8.75,1101.484375,7042.871094,6897.113281,1096.875,7171.226562,7161.261719,285.434,0.079287222,168.839086,5103.887207,generated,,P002_w512_h512_seed47.png,outputs/images/20260723_190845/P002_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:23:18,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",42.0,P003_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,8.812714,outputs/images/20260723_190845/P003_w512_h512_seed42.png,30.654395,28.434296,2.220086,30.654395,1.0,generation,30.668329,124.0,299.565,0.0832125,nvml_total_energy_counter,10.846992,35.295,27.604839,99.0,48.0,54.0,48.0,35.0,5103.887207,5354.0,5710.617188,75.900806,563.7,10.82,9.21,1101.726562,7193.980469,6860.265625,1071.425781,7484.289062,7174.847656,299.565,0.0832125,117.438299,5103.887207,generated,,P003_w512_h512_seed42.png,outputs/images/20260723_190845/P003_w512_h512_seed42.png,True,female,asian,yes,yes,female,asian
20260723_190845,2026-07-23T19:25:03,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",43.0,P003_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,9.803478,outputs/images/20260723_190845/P003_w512_h512_seed43.png,20.969986,19.560316,1.409662,20.969986,1.0,generation,20.977641,98.0,283.719,0.078810833,nvml_total_energy_counter,13.344663,35.014,33.479592,100.0,48.0,54.0,49.0,35.0,5103.887207,5354.0,5710.617188,86.955102,780.1,9.94,7.81,1101.09375,7180.964844,6840.230469,1081.925781,7405.492188,7186.15625,283.719,0.078810833,171.673938,5103.887207,generated,,P003_w512_h512_seed43.png,outputs/images/20260723_190845/P003_w512_h512_seed43.png,True,female,black,yes,yes,female,black
20260723_190845,2026-07-23T19:26:12,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",44.0,P003_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,8.93443,outputs/images/20260723_190845/P003_w512_h512_seed44.png,16.42048,15.74589,0.674586,16.42048,1.0,generation,16.428588,81.0,262.221,0.072839167,nvml_total_energy_counter,15.100654,35.354,38.0,100.0,48.0,55.0,50.0,35.0,5103.887207,5354.0,5710.617188,99.385185,786.8,8.93,7.45,1101.359375,6996.832031,6863.273438,1096.710938,7201.9375,7201.9375,262.221,0.072839167,219.238415,5103.887207,generated,,P003_w512_h512_seed44.png,outputs/images/20260723_190845/P003_w512_h512_seed44.png,True,female,asian,yes,yes,female,asian
20260723_190845,2026-07-23T19:27:08,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",45.0,P003_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.227179,outputs/images/20260723_190845/P003_w512_h512_seed45.png,16.293141,15.567406,0.725731,16.293141,1.0,generation,16.311429,81.0,264.62,0.073505556,nvml_total_energy_counter,15.485062,36.02,36.012346,99.0,49.0,56.0,50.0,35.0,5103.887207,5354.0,5710.617188,97.859259,763.9,9.02,6.75,1100.808594,6967.675781,6894.007812,1097.941406,7183.042969,7183.042969,264.62,0.073505556,220.951875,5103.887207,generated,,P003_w512_h512_seed45.png,outputs/images/20260723_190845/P003_w512_h512_seed45.png,True,female,black,yes,yes,female,black
20260723_190845,2026-07-23T19:28:02,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",46.0,P003_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.396227,outputs/images/20260723_190845/P003_w512_h512_seed46.png,17.0095,16.328735,0.680759,17.0095,1.0,generation,17.020603,84.0,274.188,0.076163333,nvml_total_energy_counter,15.146381,35.098,34.511905,100.0,49.0,56.0,51.0,35.0,5103.887207,5354.0,5710.617188,93.977381,769.4,8.65,7.09,1100.550781,7048.75,6854.496094,1089.917969,7180.171875,7165.90625,274.188,0.076163333,211.646435,5103.887207,generated,,P003_w512_h512_seed46.png,outputs/images/20260723_190845/P003_w512_h512_seed46.png,True,female,asian,yes,yes,female,asian
20260723_190845,2026-07-23T19:29:00,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",47.0,P003_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.934789,outputs/images/20260723_190845/P003_w512_h512_seed47.png,19.723293,19.060529,0.662757,19.723293,1.0,generation,19.732351,98.0,286.975,0.079715278,nvml_total_energy_counter,14.21399,35.17,33.765306,100.0,50.0,56.0,51.0,35.0,5103.887207,5354.0,5710.617188,98.179592,644.8,10.09,9.06,1100.1875,6959.0625,6875.585938,1120.742188,7166.890625,7143.574219,286.975,0.079715278,182.5253,5103.887207,generated,,P003_w512_h512_seed47.png,outputs/images/20260723_190845/P003_w512_h512_seed47.png,True,female,black,yes,yes,female,african american
20260723_190845,2026-07-23T19:30:01,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,42.0,P004_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.443481,outputs/images/20260723_190845/P004_w512_h512_seed42.png,20.460918,19.906627,0.554286,20.460918,1.0,generation,20.515255,101.0,293.652,0.08157,nvml_total_energy_counter,13.495683,35.476,31.574257,97.0,50.0,56.0,51.0,35.0,5103.887207,5354.0,5710.617188,96.616832,758.4,10.74,9.47,1099.921875,6912.121094,6912.121094,1084.9375,7197.589844,7197.34375,293.652,0.08157,175.945185,5103.887207,generated,,P004_w512_h512_seed42.png,outputs/images/20260723_190845/P004_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:31:05,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,43.0,P004_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.53667,outputs/images/20260723_190845/P004_w512_h512_seed43.png,25.839799,25.139736,0.700053,25.839799,1.0,generation,25.877873,122.0,312.794,0.086887222,nvml_total_energy_counter,11.84968,35.042,29.92623,100.0,50.0,56.0,51.0,35.0,5103.887207,5354.0,5710.617188,82.890164,576.6,11.85,8.77,1100.902344,7034.816406,6890.667969,1102.265625,7245.785156,7177.289062,312.794,0.086887222,139.31997,5103.887207,generated,,P004_w512_h512_seed43.png,outputs/images/20260723_190845/P004_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:32:12,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,44.0,P004_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.81462,outputs/images/20260723_190845/P004_w512_h512_seed44.png,18.411211,17.356501,1.054702,18.411211,1.0,generation,18.420454,90.0,283.135,0.078648611,nvml_total_energy_counter,14.818556,35.413,34.733333,100.0,50.0,56.0,52.0,35.0,5103.887207,5354.0,5710.617188,93.854444,533.4,9.13,8.26,1101.339844,7031.414062,6860.476562,1098.472656,7174.671875,7159.679688,283.135,0.078648611,195.533032,5103.887207,generated,,P004_w512_h512_seed44.png,outputs/images/20260723_190845/P004_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:33:17,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,45.0,P004_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,9.774303,outputs/images/20260723_190845/P004_w512_h512_seed45.png,20.595118,19.819826,0.775283,20.595118,1.0,generation,20.614859,95.0,285.078,0.079188333,nvml_total_energy_counter,13.435263,35.326,35.021053,100.0,50.0,57.0,51.0,35.0,5103.887207,5354.0,5710.617188,87.54,729.9,9.95,7.26,1100.425781,7147.1875,6856.414062,1097.570312,7282.9375,7230.019531,285.078,0.079188333,174.79871,5103.887207,generated,,P004_w512_h512_seed45.png,outputs/images/20260723_190845/P004_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:34:19,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,46.0,P004_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,8.018563,outputs/images/20260723_190845/P004_w512_h512_seed46.png,16.908591,16.177931,0.730656,16.908591,1.0,generation,16.929629,84.0,272.386,0.075662778,nvml_total_energy_counter,15.195857,35.212,36.642857,100.0,50.0,57.0,52.0,35.0,5103.887207,5354.0,5710.617188,96.827381,791.4,9.24,7.3,1100.433594,7000.789062,6841.019531,1092.03125,7194.875,7141.9375,272.386,0.075662778,212.909523,5103.887207,generated,,P004_w512_h512_seed46.png,outputs/images/20260723_190845/P004_w512_h512_seed46.png,True,female,white,yes,yes,female,caucasian
20260723_190845,2026-07-23T19:35:18,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,47.0,P004_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.965537,outputs/images/20260723_190845/P004_w512_h512_seed47.png,17.164718,16.621023,0.54369,17.164718,1.0,generation,17.170881,85.0,260.229,0.072285833,nvml_total_energy_counter,14.582871,35.161,38.470588,100.0,50.0,57.0,52.0,35.0,5103.887207,5354.0,5710.617188,98.12,708.1,9.74,7.24,1100.992188,6901.546875,6901.546875,1107.734375,7189.746094,7189.746094,260.229,0.072285833,209.732551,5103.887207,generated,,P004_w512_h512_seed47.png,outputs/images/20260723_190845/P004_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:36:16,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,42.0,P005_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.186428,outputs/images/20260723_190845/P005_w512_h512_seed42.png,15.439736,15.07178,0.367952,15.439736,1.0,generation,15.450643,77.0,252.342,0.070095,nvml_total_energy_counter,15.295091,35.394,37.571429,99.0,50.0,56.0,52.0,35.0,5103.887207,5354.0,5710.617188,98.585714,603.4,8.35,6.68,1099.898438,6903.335938,6903.335938,1080.320312,7192.277344,7192.277344,252.342,0.070095,233.16461,5103.887207,generated,,P005_w512_h512_seed42.png,outputs/images/20260723_190845/P005_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:37:09,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,43.0,P005_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,6.42234,outputs/images/20260723_190845/P005_w512_h512_seed43.png,18.033963,17.434961,0.598994,18.033963,1.0,generation,18.046843,89.0,264.273,0.073409167,nvml_total_energy_counter,14.031854,35.119,35.258427,100.0,51.0,57.0,52.0,35.0,5103.887207,5354.0,5710.617188,100.744944,732.0,9.59,8.35,1100.277344,6894.851562,6894.851562,1107.03125,7187.25,7187.25,264.273,0.073409167,199.623349,5103.887207,generated,,P005_w512_h512_seed43.png,outputs/images/20260723_190845/P005_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:38:08,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,44.0,P005_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,9.067316,outputs/images/20260723_190845/P005_w512_h512_seed44.png,17.621549,17.215154,0.40639,17.621549,1.0,generation,17.648326,88.0,267.017,0.074171389,nvml_total_energy_counter,14.248307,35.267,37.613636,100.0,51.0,58.0,53.0,35.0,5103.887207,5354.0,5710.617188,98.352273,715.0,9.47,7.92,1101.929688,6899.363281,6899.363281,1097.980469,7180.722656,7179.527344,267.017,0.074171389,204.295322,5103.887207,generated,,P005_w512_h512_seed44.png,outputs/images/20260723_190845/P005_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_190845,2026-07-23T19:39:06,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,45.0,P005_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.625916,outputs/images/20260723_190845/P005_w512_h512_seed45.png,17.459627,16.22242,1.237201,17.459627,1.0,generation,17.489561,86.0,280.903,0.078028611,nvml_total_energy_counter,15.226233,35.566,36.081395,100.0,51.0,57.0,52.0,35.0,5103.887207,5354.0,5710.617188,96.754651,787.1,9.12,7.56,1100.21875,6979.828125,6892.242188,1079.980469,7179.097656,7177.578125,280.903,0.078028611,206.18997,5103.887207,generated,,P005_w512_h512_seed45.png,outputs/images/20260723_190845/P005_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_190845,2026-07-23T19:40:09,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,46.0,P005_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.0,5.0,512.0,512.0,512x512,7.525653,outputs/images/20260723_190845/P005_w512_h512_seed46.png,17.395878,16.418566,0.977294,17.395878,1.0,generation,17.43412,85.0,262.236,0.072843333,nvml_total_energy_counter,14.351506,35.085,36.011765,100.0,50.0,57.0,52.0,35.0,5103.887207,5354.0,5710.617188,94.465882,775.3,9.22,7.19,1101.566406,7040.296875,6864.699219,1109.316406,7163.875,7161.195312,262.236,0.072843333,206.945572,5103.887207,generated,,P005_w512_h512_seed46.png,outputs/images/20260723_190845/P005_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
