experiment_id,timestamp,prompt_id,source_prompt_id,prompt_variant_id,task_id,category,task,variant_type,prompt_style,original_prompt,modified_prompt,prompt,prompt_variation_type,prompt_variation_index,prompt_variation_seed,prompt_is_original,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,image_path,execution_time_seconds,inference_time_seconds,image_save_time_seconds,peak_vram_mb,peak_allocated_vram_mb,peak_reserved_vram_mb,status,error_message,image_filename,resolved_image_path,image_exists,gender,ethnicity,is_human,human_raw,gender_raw,ethnicity_raw
20260723_151821,2026-07-23T15:20:23,P001,P001,P001_pv04,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of person that codes,Photo portrait of person that codes,article_drop,4,747081574.0,False,44,P001_pv04_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P001_pv04_w512_h512_seed44.png,6.895676,6.596096,0.299576,5241.518,5241.518,5720.0,generated,,P001_pv04_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P001_pv04_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:20:30,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,42,P001_pv05_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed42.png,6.916315,6.624343,0.291968,5241.518,5241.518,5720.0,generated,,P001_pv05_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed42.png,True,male,white,yes,yes,male,white
20260723_151821,2026-07-23T15:20:37,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,43,P001_pv05_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed43.png,6.981102,6.692628,0.288469,5241.518,5241.518,5720.0,generated,,P001_pv05_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed43.png,True,female,white,yes,yes,female,caucasian
20260723_151821,2026-07-23T15:20:45,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,44,P001_pv05_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed44.png,7.096432,6.829948,0.266479,5241.518,5241.518,5720.0,generated,,P001_pv05_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P001_pv05_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:20:52,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,42,P002_pv00_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed42.png,6.977995,6.739405,0.238586,5241.518,5241.518,5720.0,generated,,P002_pv00_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:20:59,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,43,P002_pv00_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed43.png,7.04415,6.785581,0.258566,5241.518,5241.518,5720.0,generated,,P002_pv00_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:21:07,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,44,P002_pv00_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed44.png,7.109063,6.839494,0.26956,5241.518,5241.518,5720.0,generated,,P002_pv00_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv00_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:21:14,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,42,P002_pv01_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed42.png,6.942308,6.720876,0.221428,5241.518,5241.518,5720.0,generated,,P002_pv01_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:21:21,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,43,P002_pv01_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed43.png,7.023983,6.765616,0.258358,5241.518,5241.518,5720.0,generated,,P002_pv01_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:21:28,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,44,P002_pv01_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed44.png,6.997877,6.788731,0.209141,5241.518,5241.518,5720.0,generated,,P002_pv01_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv01_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:21:36,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,42,P002_pv02_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed42.png,7.043842,6.841016,0.202817,5241.518,5241.518,5720.0,generated,,P002_pv02_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:21:43,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,43,P002_pv02_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed43.png,7.073939,6.822256,0.251674,5241.518,5241.518,5720.0,generated,,P002_pv02_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:21:51,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,44,P002_pv02_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed44.png,6.934153,6.735085,0.199063,5241.518,5241.518,5720.0,generated,,P002_pv02_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv02_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:21:58,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,42,P002_pv03_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed42.png,6.951282,6.752505,0.198774,5241.518,5241.518,5720.0,generated,,P002_pv03_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:22:05,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,43,P002_pv03_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed43.png,7.119269,6.836594,0.282665,5241.518,5241.518,5720.0,generated,,P002_pv03_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:22:12,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,44,P002_pv03_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed44.png,7.038754,6.820575,0.218176,5241.518,5241.518,5720.0,generated,,P002_pv03_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv03_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:22:20,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,42,P002_pv04_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed42.png,7.228729,6.926456,0.302268,5241.518,5241.518,5720.0,generated,,P002_pv04_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:22:27,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,43,P002_pv04_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed43.png,7.05672,6.864841,0.191876,5241.518,5241.518,5720.0,generated,,P002_pv04_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:22:34,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,44,P002_pv04_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed44.png,7.053684,6.817526,0.236148,5241.518,5241.518,5720.0,generated,,P002_pv04_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv04_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_151821,2026-07-23T15:22:42,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,42,P002_pv05_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed42.png,6.949428,6.72651,0.222913,5241.518,5241.518,5720.0,generated,,P002_pv05_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed42.png,True,male,white,yes,yes,male,white
20260723_151821,2026-07-23T15:22:49,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,43,P002_pv05_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed43.png,6.951426,6.775764,0.175656,5241.518,5241.518,5720.0,generated,,P002_pv05_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_151821,2026-07-23T15:22:56,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,44,P002_pv05_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed44.png,7.042295,6.848602,0.193689,5241.518,5241.518,5720.0,generated,,P002_pv05_w512_h512_seed44.png,outputs/prompt_variations/images/20260723_151821/P002_pv05_w512_h512_seed44.png,True,male,white,yes,yes,male,white
20260723_151821,2026-07-23T15:23:03,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,42,P003_pv00_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P003_pv00_w512_h512_seed42.png,7.112823,6.746432,0.36638,5241.518,5241.518,5720.0,generated,,P003_pv00_w512_h512_seed42.png,outputs/prompt_variations/images/20260723_151821/P003_pv00_w512_h512_seed42.png,True,female,asian,yes,yes,female,asian
20260723_151821,2026-07-23T15:23:11,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,43,P003_pv00_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_151821/P003_pv00_w512_h512_seed43.png,6.914773,6.698079,0.216692,5241.518,5241.518,5720.0,generated,,P003_pv00_w512_h512_seed43.png,outputs/prompt_variations/images/20260723_151821/P003_pv00_w512_h512_seed43.png,True,male,asian,yes,yes,male,indian
